fqn,global_combat_id,name,icon,attack_type,ablGlobalCooldownTime,mirror_fqn,exclusive_to_spec,is_interrupt,grants_absorb,its_revive,ignore_alacrity,is_passive,is_dcd,dcd_candidate
abl.placeables.event.spring_festival.cultivation.search_terminal,4789957981896704,Searching...,copperdatadisk,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.event.spring_festival.cultivation.use_terminal,4811097810927616,Accessing,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.event.spring_festival.use_oven,4812824387780608,Using,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.event.swoop_gang.bike.use_placeable_bike,4393584040083456,Repairing,toolgun,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.examine.examine_high_default,811310732279808,Examining...,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.examine.examine_high_default_loot,1464197300879360,Examining...,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.examine.examine_loot_mid_default,4696976234905600,Examining...,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.examine.examine_low_short,811315027247104,Examining...,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.examine.examine_low_short_ooc,2490638650048512,Examining...,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.examine.examine_low_very_short,811319322214400,Examining,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.examine.examine_mid_default,811323617181696,Examining...,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.examine.examine_mid_default_ooc,3519120108683264,Examining...,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.examine.examine_mid_default_speeder,2539768780947456,Examining...,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.examine.examine_mid_repair_2sec,4763848875704320,Examining,toolgun,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.01.makeb.bonus_series.imperial.series_1.trace_of_guilt.loot_isotope_5_container,3121053949755392,Recovering...,minorredstimpack,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.01.makeb.bonus_series.imperial.series_2.local_trouble.use_door,3192105593733120,Rescuing residents...,severedhand,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.01.makeb.bonus_series.republic.series_2.aboro.scan_target,3202473644785664,Marking Target...,riflerangefinderdevice,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.01.makeb.buff.gsi_buff,3360880628596736,Triangulating Position,medshield,None,,,,False,False,False,False,False,False,False
abl.placeables.exp.01.makeb.shelter_from_the_storm.barricade,2791385145016320,Issuing Orders,sweepinggunfire,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.01.makeb.world.republic.hub_1.unstable.deactivate_evacuation_lockdown,3001847132454912,Deactivate Evacuation Lockdown,remotecontrol,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.01.makeb.world_arc.hub_1.hitting_the_hutts.attacking,3007653928239104,Attacking...,desperatecommand,None,,,,False,False,False,True,False,False,False
abl.placeables.exp.01.makeb.world_arc.hub_1.hitting_the_hutts.throwing_charge,3062084048781312,Throwing Charge...,desperatecommand,None,,,,False,False,False,True,False,False,False
abl.placeables.exp.01.open_worlds.class.jedi_knight.soft_targets.force_crush_medium,2917566989205504,Crushing...,cloudmind,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.01.open_worlds.class.sith_warrior.fracture.destroy_door,3016381301784576,Destroying,forcescream,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.01.open_worlds.class.smuggler.party_down.slice_remote_medium,3011111376912384,Slicing...,slicedroid,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.01.open_worlds.class.trooper.elements_of_surprise.cutting_torch,3008658950586368,Cutting...,weldingtorch,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.01.open_worlds.class.trooper.elements_of_surprise.explosive_round,3008676130455552,Expediting...,,None,,,,False,False,False,True,False,False,False
abl.placeables.exp.01.open_worlds.class.trooper.elements_of_surprise.planting_charges,3009779937050624,Planting Bomb...,genericdatadisc,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.01.ziost.world.the_horror_at_black_forge.cryo_grenade,3022969781616640,Sealing Breach,,None,,,,False,False,False,False,False,False,False
abl.placeables.exp.02.rishi.ambient.hunt.anchored_rock_beast_call,3518024892022784,Investigating,crewskill,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.exp.02.rishi.ambient.hunt.cyberskull_datakey,3517170193530880,Imbedding Neural Key,abl_si_as_profuse_horror,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.exp.02.rishi.ambient.hunt.cyberskull_geo_trap,3517689884573696,Investigating,abl_jk_se_concentrated_burst,Tech,-1.0,,,False,False,False,False,False,False,False
abl.placeables.exp.02.rishi.ambient.hunt.sea_pheromones,3517191668367360,Examining Sea Pheromones,smokegrenade,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.exp.02.rishi.class.bounty_hunter.knock,3396915404210176,Knocking...,overcome,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.exp.02.rishi.class.jedi_wizard.campfire_meditation,3391323356790784,Meditation Ritual,auraofleadership,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.02.rishi.class.jedi_wizard.remove_reeds,3512943945711616,Removing...,kasotti,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.02.rishi.class.sith_sorcerer.array_1_stun,3421040235511808,Something Strange is Happening...,shocked,None,,,,False,False,False,True,False,False,False
abl.placeables.exp.02.rishi.class.sith_sorcerer.array_2_stun,3421143314726912,Something Strange is Happening...,shocked,None,,,,False,False,False,True,False,False,False
abl.placeables.exp.02.rishi.class.sith_sorcerer.array_3_stun,3421147609694208,Something Strange is Happening...,shocked,None,,,,False,False,False,True,False,False,False
abl.placeables.exp.02.rishi.class.sith_sorcerer.array_4_stun,3420688048193536,Something Strange is Happening...,shocked,None,,,,False,False,False,True,False,False,False
abl.placeables.exp.02.rishi.class.sith_sorcerer.examine_array,3420950041198592,Examining Deep Space Array...,electroniclisteningdevice,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.02.rishi.class.sith_sorcerer.examine_array_4_b,3420683753226240,Examining Deep Space Array...,electroniclisteningdevice,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.02.rishi.class.spy.knock,3397675613421568,Knocking...,overcome,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.exp.02.rishi.world.hub_2.the_enemy_guns.turret,3385340467347456,Engaging Turret Controls...,assaultcannonshockabsorberb,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.02.rishi.world.hub_2.the_enemy_guns.turret_long,3514537378578432,Engaging Turret Controls...,assaultcannonshockabsorberb,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.02.rishi.world_arc.shared.hub_1.making_a_mark.marking_target,3430609422647296,Marking Target...,toolgun,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.02.rishi.world_arc.shared.hub_1.monkey_lizard_business.searching_lockbox,3418102477881344,Searching Lockbox...,lockbox,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.02.rishi.world_arc.shared.hub_1.the_slavers.open_slave_pen,3418540564545536,Opening...,knockdown,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.02.yavin_4.ambient.talisman.ghost_01_buff,,,sithlightsaberhilt,None,,,,False,False,False,False,False,False,False
abl.placeables.exp.02.yavin_4.ambient.talisman.ghost_02_buff,,,sithmask,None,,,,False,False,False,False,False,False,False
abl.placeables.exp.02.yavin_4.ambient.talisman.ghost_03_buff,,,sithstonetablet,None,,,,False,False,False,False,False,False,False
abl.placeables.exp.02.yavin_4.ambient.talisman.ghost_04_buff,,,sithholocron,None,,,,False,False,False,False,False,False,False
abl.placeables.exp.02.yavin_4.ambient.talisman.tome,3511844434083840,Translating Ancient Tome,dataredlettering,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.exp.03.mek_sha.world.republic.breaking_the_yoke.destroy_console,4354744650825728,Destroying,demolition,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.03.onderon.world.shared.untamed_champion.use_torch,4282228423000064,Ignite,firebomb,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.03.onderon.world_arc.republic.quest_1.sewer_valve,4264228215062528,Opening Valve...,modulator3,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.exp.04.elom_digsite.lean_on_railing,4603208508899328,Scanning...,toolgun,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.04.manaan.world.imperial.heroic_scan.scan_sumbersible,4599008030883840,Scanning...,toolgun,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.04.manaan.world.imperial.story.mission_2.security_door,4606614417965056,Reseting Security Lockdown,electronics,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.04.manaan.world_arc.imperial.mission_3.grappler_vault,4526384428875776,MGGS,toolgun,None,,,,False,False,False,True,False,False,False
abl.placeables.exp.04.manaan.world_arc.imperial.mission_3.grappler_vault_cast,4526431673516032,Grappling...,grapple,None,,,,False,False,False,True,False,False,False
abl.placeables.exp.04.manaan.world_arc.republic.mission_1.destroy_door,4510321251188736,Destroying,desperatecommand,None,,,,False,False,False,True,False,False,False
abl.placeables.exp.04.manaan.world_arc.republic.mission_3.take_energy,4590138923417600,Acquiring Energy,,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.exp.excavation.roth.multi.ilum.finale.collect_crystal_blue,3248515694198784,Manually Operating Seeker Droid,virtualitem_seeker_droid,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.excavation.roth.multi.ilum.finale.collect_crystal_green,3248524284133376,Manually Operating Seeker Droid,virtualitem_seeker_droid,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.excavation.roth.multi.ilum.finale.collect_crystal_orange,3248528579100672,Manually Operating Seeker Droid,virtualitem_seeker_droid,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.excavation.roth.multi.ilum.finale.install_power_core,3209242513244160,Installing Power Cell,powercore,None,,,,False,False,False,True,False,False,False
abl.placeables.exp.excavation.roth.multi.ilum.finale.pick_up_power_core,3209238218276864,Taking Power Cell,powercore,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.excavation.roth.multi.ilum.finale.stab_seed_blue,3248678902956032,Jamming Kathracite Crystal,bluemajorlightsabercrystal,None,,,,False,False,False,True,False,False,False
abl.placeables.exp.excavation.roth.multi.ilum.finale.stab_seed_green,3248687492890624,Jamming Mephite Crystal,greenmajorlightsabercrystal,None,,,,False,False,False,True,False,False,False
abl.placeables.exp.excavation.roth.multi.ilum.finale.stab_seed_orange,3248691787857920,Jamming Pontite Crystal,orangemajorlightsabercrystal,None,,,,False,False,False,True,False,False,False
abl.placeables.exp.excavation.roth.multi.ilum.finale.use_seed_check,,,damind_crystal,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.macrobinoculars.roth.multi.belsavis.shroud_event_2.attack_barrel,3126448428679168,Attacking,desperatecommand,None,,,,False,False,False,True,False,False,False
abl.placeables.exp.macrobinoculars.roth.multi.belsavis.shroud_event_2.flush_cryo_tank,3184000990445568,Flushing Cryoban Tank,powercore,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.macrobinoculars.roth.multi.nar_shaddaa.shroud_event_3.use_bus,,,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.macrobinoculars.roth.multi.nar_shaddaa.shroud_finale.channel_dispeller,,,stimpack,None,,,,False,False,False,False,False,False,False
abl.placeables.exp.macrobinoculars.roth.multi.nar_shaddaa.shroud_finale.channel_lightbridge_generator,3192466370985984,Manually Charging,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.macrobinoculars.roth.multi.nar_shaddaa.shroud_finale.channel_lightbridge_security,3192590925037568,Slicing,slicing,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.macrobinoculars.roth.multi.nar_shaddaa.shroud_finale.install_lever,3120688877535232,Re-Attaching Lever,toolgun,None,,,,False,False,False,True,False,False,False
abl.placeables.exp.macrobinoculars.roth.multi.nar_shaddaa.shroud_finale.repair_droid_security_console,3125967392342016,Repairing,toolgun,None,,,,False,False,False,True,False,False,False
abl.placeables.exp.macrobinoculars.roth.multi.quesh.shroud_event_1.throw_fruit,3069995378540544,Throwing Fruit,tumor,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.seasons.01.ep_01.door_open,3713110896541696,Opening...,key,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.seasons.01.ep_03.overloading,3776259800694784,Overloading...,toolgun,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.seasons.01.ep_11.use_door,3847603502448640,Rescuing residents...,severedhand,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.seasons.01.ep_15.open_emp_crate,3904979970555904,Opening...,key,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.seasons.01.ep_15.override_device,3904017897881600,Removing...,neutralhuttcrate,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.seasons.01.ep_15.reprogram_skytrooper,3899804534964224,Reprogramming...,genericdatadisc,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.exp.seasons.02.ep_01.chasm_leap_usable,3929130571661312,Using Instant,datapad,None,,,,False,False,False,True,False,False,False
abl.placeables.exp.seasons.02.ep_01.destroy_with_walker,3894431530876928,Attacking...,desperatecommand,None,,,,False,False,False,True,False,False,False
